text,label,lang,volumeValue,volumeDelta,favoriteNumber,favoriteName
jeg vil bede dig om at ændre lydstyrken til 10,setVolume,da,10,,,
spil bare her nu,leaveSpeaker,da,,,,
please change the volume to fifty,setVolume,en,50,,,
med det samme forlad de andre,leaveSpeaker,da,,,,
højere med 25,volumeUp,da,,25,,
hurtigt sæt det på pause,pause,da,,,,
quickly that's not right,cancel,en,,,,
now leave the others,leaveSpeaker,en,,,,
ungroup the speakers right away,leaveSpeaker,en,,,,
hurtigt godnat,unknown,da,,,,
stop afspilningen med det samme,stop,da,,,,
jeg vil bede dig om at sænke lydstyrken,volumeDown,da,,,,
jeg vil gerne have at du afspille Pink Floyd,playNamed,da,,,,
what's a good recipe for pasta real quick,unknown,en,,,,
ophæv grupperingen nu,leaveSpeaker,da,,,,
go ahead and put on pop,playNamed,en,,,,pop
not anymore right now,cancel,en,,,,
could you join the upstairs speaker,joinSpeaker,en,,,,
right now keep the music going,resume,en,,,,
please group with the bathroom,joinSpeaker,en,,,,
please play favorite ten,playFavoriteByNumber,en,,,10,
turn it up by fifteen,volumeUp,en,,15,,
kindly pause it,pause,en,,,,
could you set volume to 75,setVolume,en,75,,,
kunne du venligst indstille lydstyrken til tyve,setVolume,da,20,,,
afspil klassisk musik,playNamed,da,,,,klassisk musik
jeg vil bede dig om at forbinde med badeværelset,joinSpeaker,da,,,,
hæv lydstyrken med femogtyve nu,volumeUp,da,,25,,
could you please join the basement,joinSpeaker,en,,,,
kunne du venligst slå lyden fra,mute,da,,,,
hurtigt skru op med 10,volumeUp,da,,10,,
venligst hjælp mig med min lektie,unknown,da,,,,
fortsæt hvor du slap,resume,da,,,,
sounds great real quick,confirm,en,,,,
hurtigt tænd lyden igen,unmute,da,,,,
hvilken dag er det nu,unknown,da,,,,
hurtigt afspil musik,playDefault,da,,,,
hvad betyder bonjour nu,unknown,da,,,,
lydstyrke nul,setVolume,da,0,,,
spil nummer 6,playFavoriteByNumber,da,,,6,
bare skru op 30,volumeUp,da,,30,,
vil du slukke for musikken,stop,da,,,,
pause sangen,pause,da,,,,
go ahead and put the volume at 100,setVolume,en,100,,,
ville du sætte på lydløs,mute,da,,,,
could you please put the volume at 80,setVolume,en,80,,,
kindly play something,playDefault,en,,,,
right away no sound,mute,en,,,,
would you please tell me my favorites,listFavorites,en,,,,
would you please change the volume to 70,setVolume,en,70,,,
nah,cancel,en,,,,
can you please group with the bedroom,joinSpeaker,en,,,,
i want you to change the volume to 15,setVolume,en,15,,,
kindly mute,mute,en,,,,
quickly quieter by 10,volumeDown,en,,10,,
kunne du sætte Miles Davis på,playNamed,da,,,,
can you please turn it up,volumeUp,en,,,,
list mine favoritter,listFavorites,da,,,,
roll a dice,unknown,en,,,,
would you mind to increase the volume,volumeUp,en,,,,
play my music,playDefault,en,,,,
jeg vil bede dig om at gøre det højere,volumeUp,da,,,,
ungroup right now,leaveSpeaker,en,,,,
kan du pause,pause,da,,,,
restore the volume right away,unmute,en,,,,
what are my favorites,listFavorites,en,,,,
bare adskil,leaveSpeaker,da,,,,
i'd like you to silence it,mute,en,,,,
spil for dig selv nu,leaveSpeaker,da,,,,
put on favorite 7,playFavoriteByNumber,en,,,7,
nu ja,confirm,da,,,,
can you please set volume to twenty,setVolume,en,20,,,
quickly raise it,volumeUp,en,,,,
would you play favorite 4,playFavoriteByNumber,en,,,4,
right now go on playing,resume,en,,,,
fortsæt med musikken,resume,da,,,,
please restore the sound,unmute,en,,,,
bare helt enig,confirm,da,,,,
would you please join the office,joinSpeaker,en,,,,
vær venlig at afspille study music,playNamed,da,,,,
lige hvad er mine favoritter,listFavorites,da,,,,
group with the dining room,joinSpeaker,en,,,,
i'd like you to join the dining room,joinSpeaker,en,,,,
tag højttaleren ud af gruppen hurtigt,leaveSpeaker,da,,,,
put on anything,playDefault,en,,,,
could you kindly stop the music,stop,en,,,,
just pause,pause,en,,,,
jeg har skiftet mening,cancel,da,,,,
just skip the action,cancel,en,,,,
let's hear the P8 Jazz,playNamed,en,,,,P8 Jazz
lige vær så venlig at ophæve pausen,resume,da,,,,
let's hear This American Life,playNamed,en,,,,This American Life
lige vis favoritter,listFavorites,da,,,,
pause den,pause,da,,,,
real quick read my favorites,listFavorites,en,,,,
i would like you to mute the speaker,mute,en,,,,
lower it right away,volumeDown,en,,,,
nu hvilken dag er det,unknown,da,,,,
ok tak hurtigt,confirm,da,,,,
nu stands afspilningen,stop,da,,,,
can you play favorite ten,playFavoriteByNumber,en,,,10,
bare det er ikke rigtigt,cancel,da,,,,
bare jeg vil have stilhed,mute,da,,,,
hurtigt stop med det samme,stop,da,,,,
spil musik,playDefault,da,,,,
would you carry on,resume,en,,,,
vær så venlig at sænke lydstyrken,volumeDown,da,,,,
lige præcis,confirm,da,,,,
okay tak,confirm,da,,,,
please play number three,playFavoriteByNumber,en,,,3,
indstil lydstyrken til 20,setVolume,da,20,,,
i'd like you to silence it right away,mute,en,,,,
could you please bring back the sound,unmute,en,,,,
ville du holde op,stop,da,,,,
jeg vil gerne have at du afspille favorit nummer 4,playFavoriteByNumber,da,,,4,
quickly shut off the music,stop,en,,,,
just unmute it,unmute,en,,,,
skru ned med 25,volumeDown,da,,25,,
jeg vil bede dig om at afspille Radio 24syv,playNamed,da,,,,
afsynkroniser hurtigt,leaveSpeaker,da,,,,
kunne du venligst ændre lydstyrken til tyve,setVolume,da,20,,,
med det samme fortæl en vittighed,unknown,da,,,,
unmute everything right away,unmute,en,,,,
fjern gruppe,leaveSpeaker,da,,,,
jeg vil bede dig om at indstille lydstyrken til 100,setVolume,da,100,,,
hold playback right now,pause,en,,,,
kill the sound real quick,stop,en,,,,
fortsæt afspilningen,resume,da,,,,
i want you to play number 2,playFavoriteByNumber,en,,,2,
nu pause sangen,pause,da,,,,
skru ned med 20,volumeDown,da,,20,,
now list favourites,listFavorites,en,,,,
kan du venligst vise mine favoritter,listFavorites,da,,,,
split højttaleren med det samme,leaveSpeaker,da,,,,
kunne du ophæve dæmpningen,unmute,da,,,,
ville du venligst ophæve dæmpningen,unmute,da,,,,
spil P4 for mig,playNamed,da,,,,P4 for mig
that's enough now,stop,en,,,,
start favorit to,playFavoriteByNumber,da,,,2,
tag en pause,pause,da,,,,
tilbage til normal lyd,unmute,da,,,,
go solo right now,leaveSpeaker,en,,,,
right now never mind that,cancel,en,,,,
can you please play klassisk,playNamed,en,,,,klassisk
stop synkronisering hurtigt,leaveSpeaker,da,,,,
i want volume 1,setVolume,en,1,,,
nu stop den handling,cancel,da,,,,
med det samme lavere med 30,volumeDown,da,,30,,
right now cancel the action,cancel,en,,,,
ville du venligst hæve lydstyrken,volumeUp,da,,,,
cease playback,stop,en,,,,
lige sænk lydstyrken med 30,volumeDown,da,,30,,
start afspilningen,playDefault,da,,,,
lavere med 15,volumeDown,da,,15,,
real quick bring back the sound,unmute,en,,,,
volume down 25 real quick,volumeDown,en,,25,,
hvad kan du,unknown,da,,,,
lige hæv lydstyrken med 30,volumeUp,da,,30,,
det er rigtigt nu,confirm,da,,,,
fortsæt med musikken hurtigt,resume,da,,,,
ville du venligst tilslutte køkkenet,joinSpeaker,da,,,,
jeg vil gerne have at du spille Volbeat,playNamed,da,,,,
right away play whatever you want,playDefault,en,,,,
sæt den på pause,pause,da,,,,
vil du afspille favorit nummer ni,playFavoriteByNumber,da,,,9,
forlad de andre,leaveSpeaker,da,,,,
venligst hvad er hovedstaden i frankrig,unknown,da,,,,
exactly,confirm,en,,,,
bare vent her,pause,da,,,,
increase volume by 25 right away,volumeUp,en,,25,,
vil du indstille lydstyrken til tredive,setVolume,da,30,,,
real quick louder by five,volumeUp,en,,5,,
turn it down by thirty,volumeDown,en,,30,,
of course yes,confirm,en,,,,
vil du spille favorit fire,playFavoriteByNumber,da,,,4,
can you please put the volume at sixty,setVolume,en,60,,,
udregn drikkepengene,unknown,da,,,,
right away go ahead and turn it up,volumeUp,en,,,,
vær så venlig at pause musikken nu,pause,da,,,,
go ahead and change the volume to 50,setVolume,en,50,,,
vil du venligst sætte lydstyrken til 75,setVolume,da,75,,,
do it real quick,confirm,en,,,,
ville du ophæve pausen,resume,da,,,,
group with the kitchen,joinSpeaker,en,,,,
jeg vil gerne have at du sætte lydstyrken til hundrede,setVolume,da,100,,,
stop al musik,stop,da,,,,
real quick give me some music,playDefault,en,,,,
sæt lidt musik på nu,playDefault,da,,,,
i would like you to join the patio,joinSpeaker,en,,,,
play more,resume,en,,,,
quickly put on anything,playDefault,en,,,,
sluk afspilningen nu,stop,da,,,,
could you please put the volume at zero,setVolume,en,0,,,
venligst faktisk nej,cancel,da,,,,
med det samme sæt højttaleren på lydløs,mute,da,,,,
vær venlig at forbinde med kælderen,joinSpeaker,da,,,,
now quieter by 25,volumeDown,en,,25,,
real quick go ahead and carry on,resume,en,,,,
nah right away,cancel,en,,,,
real quick turn it up by ten,volumeUp,en,,10,,
hurtigt jeps,confirm,da,,,,
play preset six,playFavoriteByNumber,en,,,6,
bare genoptag,resume,da,,,,
would you please put the volume at 55,setVolume,en,55,,,
i want you to play favorite 3,playFavoriteByNumber,en,,,3,
højere med 20,volumeUp,da,,20,,
would you put on Miles Davis,playNamed,en,,,,Miles Davis
incorrect,cancel,en,,,,
vil du venligst forlade gruppen,leaveSpeaker,da,,,,
i want you to play Kim Larsen,playNamed,en,,,,Kim Larsen
vil du venligst spille P8 Jazz,playNamed,da,,,,
level 90,setVolume,en,90,,,
show me the favorites,listFavorites,en,,,,
hurtigt bekræftet,confirm,da,,,,
ville du venligst afspille BBC Radio 1,playNamed,da,,,,
må jeg bede dig om at forbinde med soveværelset,joinSpeaker,da,,,,
now carry on playing,resume,en,,,,
kan du venligst holde op,stop,da,,,,
spil samtidig med kælderen,joinSpeaker,da,,,,
right now how far is copenhagen,unknown,en,,,,
right now flip a coin,unknown,en,,,,
real quick i'd like you to continue,resume,en,,,,
kan du venligst gruppere med terrassen,joinSpeaker,da,,,,
lige skru op med 20,volumeUp,da,,20,,
real quick when is sunset,unknown,en,,,,
could you kindly play favorite two,playFavoriteByNumber,en,,,2,
can you please pause,pause,en,,,,
lige hvilken dag er det,unknown,da,,,,
ville du venligst sætte lydstyrken til 60,setVolume,da,60,,,
kunne du spille favorit syv,playFavoriteByNumber,da,,,7,
volume up twenty real quick,volumeUp,en,,20,,
vær så venlig at hæve lydstyrken med det samme,volumeUp,da,,,,
venligst spil igen,resume,da,,,,
go ahead and put on P1,playNamed,en,,,,P1
what should i do today,unknown,en,,,,
skru ned med femogtyve hurtigt,volumeDown,da,,25,,
vil du venligst slukke for musikken,stop,da,,,,
lower the volume by 5 now,volumeDown,en,,5,,
more music real quick,resume,en,,,,
i would like you to read out my favorites,listFavorites,en,,,,
now i want you to unmute,unmute,en,,,,
må jeg bede dig om at vise mine favoritter,listFavorites,da,,,,
could you play number six,playFavoriteByNumber,en,,,6,
now read out my favorites,listFavorites,en,,,,
now i'd like you to mute,mute,en,,,,
hæv lydstyrken med 30 hurtigt,volumeUp,da,,30,,
let's hear the workout mix,playNamed,en,,,,workout mix
i want you to end the music,stop,en,,,,
ville du afslutte musikken,stop,da,,,,
med det samme jeg bekræfter,confirm,da,,,,
quickly let's go,confirm,en,,,,
silent please,mute,en,,,,
venligst træk tilbage,cancel,da,,,,
lift mute real quick,unmute,en,,,,
now mute,mute,en,,,,
spil min favorit syv,playFavoriteByNumber,da,,,7,
indstil volumen til 85,setVolume,da,85,,,
venligst smid noget musik på,playDefault,da,,,,
vær så venlig at afspille favorit nummer 8,playFavoriteByNumber,da,,,8,
would you mind to group with the garden,joinSpeaker,en,,,,
bare ikke mere musik,stop,da,,,,
a bit lower,volumeDown,en,,,,
vent her,pause,da,,,,
could you please hold the music,pause,en,,,,
i'd like you to play This American Life,playNamed,en,,,,This American Life
shut up,mute,en,,,,
hvad er vejret i dag med det samme,unknown,da,,,,
would you change the volume to 35,setVolume,en,35,,,
great,confirm,en,,,,
quickly what's on the favourites list,listFavorites,en,,,,
real quick fine,confirm,en,,,,
start musikken,playDefault,da,,,,
vil du venligst forbinde med badeværelset,joinSpeaker,da,,,,
goodbye right now,unknown,en,,,,
lige afslut lydløs,unmute,da,,,,
play my nine favorite,playFavoriteByNumber,en,,,9,
go ahead and keep playing now,resume,en,,,,
må jeg bede dig om at indstille lydstyrken til 55,setVolume,da,55,,,
kunne du venligst ophæve grupperingen,leaveSpeaker,da,,,,
can you freeze the music,pause,en,,,,
jeg vil bede dig om at ændre lydstyrken til 80,setVolume,da,80,,,
trivia question,unknown,en,,,,
vil du venligst tænde lyden igen,unmute,da,,,,
lavere med tredive,volumeDown,da,,30,,
flip a coin,unknown,en,,,,
i'd like you to put on rolig musik,playNamed,en,,,,rolig musik
lydstyrke til 30,setVolume,da,30,,,
just i need silence,mute,en,,,,
lige vær så venlig at spille musik,playDefault,da,,,,
can you join the dining room,joinSpeaker,en,,,,
vær venlig at sætte workout mix på,playNamed,da,,,,
frakobl fra gruppen nu,leaveSpeaker,da,,,,
resume the song,resume,en,,,,
glem det med det samme,cancel,da,,,,
med det samme læs hele listen op,listFavorites,da,,,,
could you please play something,playDefault,en,,,,
can you change the volume to eighty,setVolume,en,80,,,
real quick play what i was listening to,playDefault,en,,,,
kan du tænde for lyden,unmute,da,,,,
proceed,confirm,en,,,,
kunne du venligst spille Bob Dylan,playNamed,da,,,,
kan du venligst spille musik,playDefault,da,,,,
would you mind to mute,mute,en,,,,
quickly queue up music,playDefault,en,,,,
can you please put the volume at 35,setVolume,en,35,,,
add eggs to my shopping list,unknown,en,,,,
read the favorites right now,listFavorites,en,,,,
i need you to group with the hallway,joinSpeaker,en,,,,
må jeg bede dig om at forbinde med haven,joinSpeaker,da,,,,
vær venlig at sætte ambient music på,playNamed,da,,,,
would you mind to play P8 Jazz,playNamed,en,,,,P8 Jazz
back out of that now,cancel,en,,,,
would you please join the upstairs speaker,joinSpeaker,en,,,,
please start playing,playDefault,en,,,,
play some tunes,playDefault,en,,,,
merge with the patio,joinSpeaker,en,,,,
could you please group with the kitchen,joinSpeaker,en,,,,
right away let the music play,resume,en,,,,
now increase volume by 10,volumeUp,en,,10,,
go ahead and restore the sound now,unmute,en,,,,
må jeg bede dig om at sætte lydstyrken til 25,setVolume,da,25,,,
now do not do that,cancel,en,,,,
i want volume ninety,setVolume,en,90,,,
med det samme gør lyden højere,volumeUp,da,,,,
do it,confirm,en,,,,
could you stop playing,stop,en,,,,
resume,resume,en,,,,
sæt en alarm til klokken syv,unknown,da,,,,
spil det igen hurtigt,resume,da,,,,
can you please tell me my favorites,listFavorites,en,,,,
pause the music,pause,en,,,,
i want you to continue,resume,en,,,,
i would like you to play morning playlist,playNamed,en,,,,morning playlist
would you ungroup,leaveSpeaker,en,,,,
go ahead and change the volume to 25,setVolume,en,25,,,
i need silence right away,mute,en,,,,
lige list favoritterne,listFavorites,da,,,,
bare stop nummeret,stop,da,,,,
unpair,leaveSpeaker,en,,,,
right away alright,confirm,en,,,,
i want to hear Taylor Swift,playNamed,en,,,,Taylor Swift
i'd like you to play music right away,playDefault,en,,,,
kan du tilslutte soveværelset,joinSpeaker,da,,,,
go ahead and pause the music now,pause,en,,,,
sæt noget musik på hurtigt,playDefault,da,,,,
jeg vil have stilhed,mute,da,,,,
go silent right now,mute,en,,,,
turn the sound back on,unmute,en,,,,
nu naviger hjem,unknown,da,,,,
just stop that,stop,en,,,,
real quick end the song,stop,en,,,,
venligst spil noget musik,playDefault,da,,,,
quickly play alone,leaveSpeaker,en,,,,
quickly tell me my favourites,listFavorites,en,,,,
vær så venlig at liste mine favoritter,listFavorites,da,,,,
quickly play my music,playDefault,en,,,,
could you tell me my favorites,listFavorites,en,,,,
sing a song right away,unknown,en,,,,
go ahead and hold the music right away,pause,en,,,,
right away i need you to play something,playDefault,en,,,,
stop synkronisering,leaveSpeaker,da,,,,
med det samme ikke alligevel,cancel,da,,,,
kindly play number three,playFavoriteByNumber,en,,,3,
venligst gør lyden lavere,volumeDown,da,,,,
lige fjern lydløs,unmute,da,,,,
nu stop pausen,resume,da,,,,
i want you to put on Volbeat,playNamed,en,,,,Volbeat
right now play it again,resume,en,,,,
lad os gøre det,confirm,da,,,,
just raise the volume by 25,volumeUp,en,,25,,
vil du venligst indstille lydstyrken til 25,setVolume,da,25,,,
play favourite number 1,playFavoriteByNumber,en,,,1,
glem det nu,cancel,da,,,,
lige hvilke presets har jeg,listFavorites,da,,,,
venligst tænd lyden,unmute,da,,,,
vær venlig at skrue ned for lyden,volumeDown,da,,,,
could you resume,resume,en,,,,
real quick nope,cancel,en,,,,
exit silent mode,unmute,en,,,,
nevermind right now,cancel,en,,,,
right away yes let's,confirm,en,,,,
mere volumen hurtigt,volumeUp,da,,,,
could you kindly put on Adele,playNamed,en,,,,Adele
ville du venligst fortsætte,resume,da,,,,
afbryd kort nu,pause,da,,,,
now separate,leaveSpeaker,en,,,,
kunne du sænke lydstyrken,volumeDown,da,,,,
play number 1,playFavoriteByNumber,en,,,1,
favourite eight,playFavoriteByNumber,en,,,8,
quickly remove from group,leaveSpeaker,en,,,,
vil du venligst gruppere med køkkenet,joinSpeaker,da,,,,
med det samme list favoritter,listFavorites,da,,,,
i would like you to kill the music,stop,en,,,,
resume playing right now,resume,en,,,,
vær tavs hurtigt,mute,da,,,,
hurtigt annuller det,cancel,da,,,,
vil du ændre lydstyrken til 0,setVolume,da,0,,,
vær så venlig at slå lyden fra,mute,da,,,,
can you start playing,playDefault,en,,,,
vær stille hurtigt,mute,da,,,,
hurtigt vær stille,mute,da,,,,
sluk musikken hurtigt,stop,da,,,,
back out,cancel,en,,,,
i need you to kill the music,stop,en,,,,
nu normal lyd igen,unmute,da,,,,
vær så venlig at ændre lydstyrken til halvfjerds,setVolume,da,70,,,
would you please play favorite 7,playFavoriteByNumber,en,,,7,
hvad skal jeg lave i dag nu,unknown,da,,,,
now turn it down by fifteen,volumeDown,en,,15,,
join the garden,joinSpeaker,en,,,,
perfect now,confirm,en,,,,
kindly mute the speaker,mute,en,,,,
go ahead and change the volume to five,setVolume,en,5,,,
spil nummer ni,playFavoriteByNumber,da,,,9,
can you please pause the music,pause,en,,,,
hæv lydstyrken med tyve hurtigt,volumeUp,da,,20,,
can you play The Beatles,playNamed,en,,,,Beatles
yes,confirm,en,,,,
ville du spille videre,resume,da,,,,
join the basement,joinSpeaker,en,,,,
må jeg bede dig om at pause musikken,pause,da,,,,
join with the garden,joinSpeaker,en,,,,
i'd like you to ungroup,leaveSpeaker,en,,,,
right away yep,confirm,en,,,,
kunne du afspille favorit nummer 1,playFavoriteByNumber,da,,,1,
put the volume at 40,setVolume,en,40,,,
jeps hurtigt,confirm,da,,,,
må jeg bede dig om at sætte lydstyrken til femogtyve,setVolume,da,25,,,
remove from group,leaveSpeaker,en,,,,
wrong right now,cancel,en,,,,
join the group with the patio,joinSpeaker,en,,,,
hvad er temperaturen udenfor,unknown,da,,,,
kan du spille afslapningsmusik,playNamed,da,,,,
hold op nu,stop,da,,,,
tænd lyset,unknown,da,,,,
fortæl mig mine favoritter med det samme,listFavorites,da,,,,
hurtigt luk lyden,mute,da,,,,
quickly cancel the action,cancel,en,,,,
i want you to join the upstairs speaker,joinSpeaker,en,,,,
please play favorite 10,playFavoriteByNumber,en,,,10,
må jeg bede dig om at sætte på lydløs,mute,da,,,,
i need you to put the volume at 80,setVolume,en,80,,,
kunne du spille videre,resume,da,,,,
just let's hear some music,playDefault,en,,,,
kan du venligst spille ambient music,playNamed,da,,,,
kør noget musik nu,playDefault,da,,,,
naw,cancel,en,,,,
connect with the kitchen,joinSpeaker,en,,,,
jeg vil bede dig om at tilslutte kælderen,joinSpeaker,da,,,,
could you play number nine,playFavoriteByNumber,en,,,9,
i would like you to put on The Voice,playNamed,en,,,,Voice
ville du venligst liste mine favoritter,listFavorites,da,,,,
right now i'd like you to stop playing,stop,en,,,,
list mine presets,listFavorites,da,,,,
tell me a fun fact right now,unknown,en,,,,
vær så venlig at starte musikken nu,playDefault,da,,,,
quieter,volumeDown,en,,,,
i'd like you to resume real quick,resume,en,,,,
hurtigt unmute,unmute,da,,,,
could you kindly group with the bedroom,joinSpeaker,en,,,,
favorites list,listFavorites,en,,,,
ok sure,confirm,en,,,,
lige stop synkronisering,leaveSpeaker,da,,,,
kindly play number 5,playFavoriteByNumber,en,,,5,
the favorites list real quick,listFavorites,en,,,,
i want you to make it quieter,volumeDown,en,,,,
vær så venlig at ophæve grupperingen,leaveSpeaker,da,,,,
kindly play BBC Radio 1,playNamed,en,,,,BBC Radio 1
kan du venligst gruppere med kontoret,joinSpeaker,da,,,,
med det samme nej,cancel,da,,,,
hurtigt regner det i morgen,unknown,da,,,,
hurtigt afslut musikken,stop,da,,,,
bare jeg har skiftet mening,cancel,da,,,,
turn the audio back on right now,unmute,en,,,,
naturligvis nu,confirm,da,,,,
sluk for det,stop,da,,,,
kindly kill the sound,mute,en,,,,
vær så venlig at mute hurtigt,mute,da,,,,
i want you to stop real quick,stop,en,,,,
could you kindly play number ten,playFavoriteByNumber,en,,,10,
hurtigt find en kaffebar,unknown,da,,,,
would you tell me my favorites,listFavorites,en,,,,
great right now,confirm,en,,,,
kobl sammen med kælderen,joinSpeaker,da,,,,
favourites list,listFavorites,en,,,,
unpause right away,resume,en,,,,
afbryd,cancel,da,,,,
kunne du gruppere med spisestuen,joinSpeaker,da,,,,
i want you to put on This American Life,playNamed,en,,,,This American Life
vil du venligst fjerne dæmpningen,unmute,da,,,,
just turn up the volume,volumeUp,en,,,,
i'd like you to set volume to 95,setVolume,en,95,,,
turn it down by ten real quick,volumeDown,en,,10,,
right away split off,leaveSpeaker,en,,,,
stop midlertidigt med det samme,pause,da,,,,
right away good,confirm,en,,,,
quickly show favourites,listFavorites,en,,,,
med det samme vær så venlig at hæve lydstyrken,volumeUp,da,,,,
right away what time is it,unknown,en,,,,
stands sangen nu,stop,da,,,,
lavere med ti,volumeDown,da,,10,,
can you please play electronic,playNamed,en,,,,electronic
læs listen op nu,listFavorites,da,,,,
please change the volume to 20,setVolume,en,20,,,
jeg vil gerne have at du sætte hip hop på,playNamed,da,,,,
right now play by yourself,leaveSpeaker,en,,,,
med det samme tilbage til afspilningen,resume,da,,,,
lige pause det,pause,da,,,,
go ahead and keep playing,resume,en,,,,
hvordan klarede fck sig nu,unknown,da,,,,
med det samme tilføj æg til min indkøbsliste,unknown,da,,,,
lige vær så venlig at afspille musik,playDefault,da,,,,
nu ok tak,confirm,da,,,,
jeg bekræfter med det samme,confirm,da,,,,
sync to the patio,joinSpeaker,en,,,,
vis mig hvad der er gemt,listFavorites,da,,,,
jow med det samme,confirm,da,,,,
bare skru ned 25,volumeDown,da,,25,,
giv mig en gåde,unknown,da,,,,
ville du spille favorit 10,playFavoriteByNumber,da,,,10,
could you play favorite nine,playFavoriteByNumber,en,,,9,
could you please join the garden,joinSpeaker,en,,,,
right away don't do that,cancel,en,,,,
go ahead and carry on,resume,en,,,,
i'd like you to mute,mute,en,,,,
could you put on Miles Davis,playNamed,en,,,,Miles Davis
kunne du forbinde med haven,joinSpeaker,da,,,,
a bit louder right now,volumeUp,en,,,,
start The Voice,playNamed,en,,,,Voice
lige skru op 25,volumeUp,da,,25,,
right now abort the action,cancel,en,,,,
nu mindre lydstyrke,volumeDown,da,,,,
play with the hallway,joinSpeaker,en,,,,
just bring sound back,unmute,en,,,,
skru op 5,volumeUp,da,,5,,
kindly resume,resume,en,,,,
volume up 10,volumeUp,en,,10,,
enig,confirm,da,,,,
med det samme lavere,volumeDown,da,,,,
vent et øjeblik med det samme,pause,da,,,,
med det samme vær så venlig at afspille musik,playDefault,da,,,,
just i want it back on,resume,en,,,,
real quick let's do it,confirm,en,,,,
jeg vil bede dig om at tilslutte soveværelset,joinSpeaker,da,,,,
vil du fortælle mig mine favoritter,listFavorites,da,,,,
i'd like you to pause it real quick,pause,en,,,,
right away unmute,unmute,en,,,,
quickly i'd like you to unmute,unmute,en,,,,
show my presets,listFavorites,en,,,,
hurtigt nævn mine favoritter,listFavorites,da,,,,
kindly pause the music,pause,en,,,,
preset 4,playFavoriteByNumber,en,,,4,
i'd like you to mute the speaker,mute,en,,,,
can you please play favorite 8,playFavoriteByNumber,en,,,8,
freeze the music right now,pause,en,,,,
venligst stands musikken,stop,da,,,,
shut it off,stop,en,,,,
real quick back out of that,cancel,en,,,,
crank it up,volumeUp,en,,,,
sure,confirm,en,,,,
now thank you,unknown,en,,,,
bare luk lyden,mute,da,,,,
nu spil mere,resume,da,,,,
turn it down by 5,volumeDown,en,,5,,
unmute the music now,unmute,en,,,,
kan du sætte The Beatles på,playNamed,da,,,,
join with the bedroom,joinSpeaker,en,,,,
lige nix,cancel,da,,,,
could you put on morning playlist,playNamed,en,,,,morning playlist
kindly end the music,stop,en,,,,
could you kindly resume,resume,en,,,,
jeg vil gerne have at du spille fest playlisten,playNamed,da,,,,
ville du venligst genoptage,resume,da,,,,
stop grouping,leaveSpeaker,en,,,,
ikke mere afspilning,stop,da,,,,
sound back on,unmute,en,,,,
i'd like you to put the volume at five,setVolume,en,5,,,
just make me a sandwich,unknown,en,,,,
quieter by twenty-five right now,volumeDown,en,,25,,
real quick turn it up by 15,volumeUp,en,,15,,
vil du venligst ændre lydstyrken til 10,setVolume,da,10,,,
would you play favorite three,playFavoriteByNumber,en,,,3,
join with the basement,joinSpeaker,en,,,,
hurtigt ikke gør det der,cancel,da,,,,
could you please put on Mads og Monopolet,playNamed,en,,,,Mads og Monopolet
end the song right now,stop,en,,,,
i'd like you to start playing,playDefault,en,,,,
real quick continue the music,resume,en,,,,
åbn garageporten nu,unknown,da,,,,
let's hear P7,playNamed,en,,,,P7
hurtigt vis mig hvad der er gemt,listFavorites,da,,,,
vær så venlig at afspille musik med det samme,playDefault,da,,,,
could you please mute the speaker,mute,en,,,,
nu tænd for musikken,unmute,da,,,,
can you please put on klassisk musik,playNamed,en,,,,klassisk musik
jeg vil bede dig om at forlade gruppen,leaveSpeaker,da,,,,
hvordan var din dag,unknown,da,,,,
ville du venligst afspille Nova FM,playNamed,da,,,,
can you please join the upstairs speaker,joinSpeaker,en,,,,
would you please put on The Voice,playNamed,en,,,,Voice
kindly change the volume to 80,setVolume,en,80,,,
vær venlig at forbinde med kontoret,joinSpeaker,da,,,,
play something,playDefault,en,,,,
vær venlig at dæmpe lyden,mute,da,,,,
would you pause,pause,en,,,,
real quick disconnect from everyone,leaveSpeaker,en,,,,
could you please play number 4,playFavoriteByNumber,en,,,4,
bare hele favoritlisten,listFavorites,da,,,,
could you kindly change the volume to 75,setVolume,en,75,,,
vil du gruppere med haven,joinSpeaker,da,,,,
could you please play favorite nine,playFavoriteByNumber,en,,,9,
cancel now,cancel,en,,,,
separate the speaker right away,leaveSpeaker,en,,,,
værsgod nu,confirm,da,,,,
send en besked til peter nu,unknown,da,,,,
could you put on morgenmusik,playNamed,en,,,,morgenmusik
continue playing real quick,resume,en,,,,
skift lydstyrken til 1,setVolume,da,1,,,
can you please list my favorites,listFavorites,en,,,,
i would like you to put on a song,playDefault,en,,,,
skru op 10,volumeUp,da,,10,,
nu vær så venlig at stoppe musikken,stop,da,,,,
lav en sandwich til mig hurtigt,unknown,da,,,,
that's right,confirm,en,,,,
med det samme sænk lydstyrken med tredive,volumeDown,da,,30,,
please put the volume at 100,setVolume,en,100,,,
forget that right now,cancel,en,,,,
kill the sound right away,mute,en,,,,
please group with the living room,joinSpeaker,en,,,,
mere lyd med det samme,volumeUp,da,,,,
bare sluk lyden,mute,da,,,,
må jeg bede dig om at afspille jazz,playNamed,da,,,,
lydstyrken på 75,setVolume,da,75,,,
nu fint ja,confirm,da,,,,
i need you to group with the living room,joinSpeaker,en,,,,
now audio back on,unmute,en,,,,
sæt noget musik på,playDefault,da,,,,
