text,label,lang,volumeValue,volumeDelta,favoriteNumber,favoriteName
bare sæt det hele på pause,pauseAll,da,,,,
venligst hold alt,pauseAll,da,,,,
stop all,stopAll,en,,,,
now cut the sound everything,stopAll,en,,,,
everywhere stop,stopAll,en,,,,
skru op alting 10,volumeUpAll,da,,10,,
quickly stop the music everything,stopAll,en,,,,
skru ned for alting,volumeDownAll,da,,,,
bare højere overalt med 10,volumeUpAll,da,,10,,
hurtigt pause alle højttalerne,pauseAll,da,,,,
gå og afspil alle højttalerne,resumeAll,da,,,,
hurtigt alting lyd til,unmuteAll,da,,,,
lydløs alting,muteAll,da,,,,
sluk alle,stopAll,da,,,,
bare afspil alt musik,resumeAll,da,,,,
quickly make everything audible again,unmuteAll,en,,,,
can you volume up everything by 15,volumeUpAll,en,,15,,
now put everything on pause,pauseAll,en,,,,
can you disable sound everywhere,muteAll,en,,,,
gå og sluk lyden alt,muteAll,da,,,,
please everywhere play,resumeAll,en,,,,
kan du gør det lavere alt,volumeDownAll,da,,,,
i want you to restore audio everything,unmuteAll,en,,,,
sound on everywhere,unmuteAll,en,,,,
quickly play all,resumeAll,en,,,,
nu mere lyd alting,volumeUpAll,da,,,,
jeg vil have at du skru ned 5 alting,volumeDownAll,da,,5,,
go ahead and louder by 15 everything,volumeUpAll,en,,15,,
go ahead and increase volume everything,volumeUpAll,en,,,,
jeg vil have at du videre alle,resumeAll,da,,,,
skru op for alting med 20,volumeUpAll,da,,20,,
jeg vil have at du skru op for overalt,volumeUpAll,da,,,,
just turn it up all 10,volumeUpAll,en,,10,,
vær venlig at skru højere alle,volumeUpAll,da,,,,
go ahead and continue playing everywhere,resumeAll,en,,,,
please halt all,stopAll,en,,,,
louder all by 15,volumeUpAll,en,,15,,
venligst sluk overalt,stopAll,da,,,,
now unsilence everywhere,unmuteAll,en,,,,
vær venlig at skru op alting 30,volumeUpAll,da,,30,,
go ahead and up the volume everywhere 5,volumeUpAll,en,,5,,
hurtigt alle lyd til,unmuteAll,da,,,,
vær venlig at stop kortvarigt alle,pauseAll,da,,,,
right now volume up all by 5,volumeUpAll,en,,5,,
giv al lyd tilbage,unmuteAll,da,,,,
hurtigt øg lydstyrken alle,volumeUpAll,da,,,,
end all music,stopAll,en,,,,
go ahead and resume all playback,resumeAll,en,,,,
vær venlig at lad alle spille,resumeAll,da,,,,
go ahead and stop all playback,stopAll,en,,,,
jeg vil have at du sluk alt,stopAll,da,,,,
lad overalt spille,resumeAll,da,,,,
now turn off all,stopAll,en,,,,
venligst sænk lydstyrken alting med 20,volumeDownAll,da,,20,,
go ahead and mute all of them,muteAll,en,,,,
vær venlig at hold pause alting,pauseAll,da,,,,
please volume up everywhere by 20,volumeUpAll,en,,20,,
just play everything,resumeAll,en,,,,
jeg vil have at du alt højere,volumeUpAll,da,,,,
stop the whole lot,stopAll,en,,,,
gå og gør lydstyrken lavere alt,volumeDownAll,da,,,,
hurtigt skru ned 20 overalt,volumeDownAll,da,,20,,
go ahead and turn the sound back on everything,unmuteAll,en,,,,
bare alting højere,volumeUpAll,da,,,,
go ahead and unsilence everything,unmuteAll,en,,,,
go ahead and un-mute everywhere,unmuteAll,en,,,,
i want you to unmute all of them,unmuteAll,en,,,,
restore sound all,unmuteAll,en,,,,
quickly volume down all 25,volumeDownAll,en,,25,,
pause al musik,pauseAll,da,,,,
up the volume everywhere 10,volumeUpAll,en,,10,,
right now play again everything,resumeAll,en,,,,
can you resume everywhere,resumeAll,en,,,,
jeg vil have at du kør alting,resumeAll,da,,,,
gør overalt stille,muteAll,da,,,,
i need you to hush everything,muteAll,en,,,,
start playing everywhere,resumeAll,en,,,,
venligst genoptag al musik,resumeAll,da,,,,
now all stop,stopAll,en,,,,
go ahead and i need you to pause everywhere,pauseAll,en,,,,
volume down everything by 25,volumeDownAll,en,,25,,
afspil alt musik,resumeAll,da,,,,
please suspend everywhere,pauseAll,en,,,,
hey silence everywhere,muteAll,en,,,,
right now mute everything,muteAll,en,,,,
pause all playback,pauseAll,en,,,,
i want you to resume everything,resumeAll,en,,,,
skru ned for alt med 25,volumeDownAll,da,,25,,
hurtigt skru ned for alle,volumeDownAll,da,,,,
jeg vil have at du roligere alle,volumeDownAll,da,,,,
kan du slå al lyd til,unmuteAll,da,,,,
resume sound everything,unmuteAll,en,,,,
can you keep playing everywhere,resumeAll,en,,,,
jeg vil have at du tavs for overalt,muteAll,da,,,,
can you cut the sound all,muteAll,en,,,,
right now start playing everything,resumeAll,en,,,,
hey continue all music,resumeAll,en,,,,
gå og lydstyrke op alle,volumeUpAll,da,,,,
skru op for alting med 25,volumeUpAll,da,,25,,
nu skru op alle 10,volumeUpAll,da,,10,,
right now volume up all by 20,volumeUpAll,en,,20,,
kan du slå alting til,unmuteAll,da,,,,
nu pause alt,pauseAll,da,,,,
hurtigt afspil alle,resumeAll,da,,,,
venligst roligere alt,volumeDownAll,da,,,,
go ahead and more volume all,volumeUpAll,en,,,,
vær venlig at overalt lyd til,unmuteAll,da,,,,
hey unmute all,unmuteAll,en,,,,
right now bring back the sound all,unmuteAll,en,,,,
gå og kør alle,resumeAll,da,,,,
jeg vil have at du genoptag al musik,resumeAll,da,,,,
just turn up the volume everywhere,volumeUpAll,en,,,,
quickly shut off everything,stopAll,en,,,,
lydfri overalt,muteAll,da,,,,
vær venlig at slå alt til,unmuteAll,da,,,,
just volume up everything 5,volumeUpAll,en,,5,,
make everything stop,stopAll,en,,,,
i need you to pause every speaker,pauseAll,en,,,,
crank it up everywhere,volumeUpAll,en,,,,
kan du lydstyrke op overalt,volumeUpAll,da,,,,
skru ned alt 25,volumeDownAll,da,,25,,
sluk lyden overalt,muteAll,da,,,,
stop overalt,stopAll,da,,,,
hold alting,pauseAll,da,,,,
just abort all,stopAll,en,,,,
hurtigt fra for alting,muteAll,da,,,,
can you turn up the volume everything,volumeUpAll,en,,,,
gå og afspil overalt,resumeAll,da,,,,
jeg vil have at du afspil alle højttalerne,resumeAll,da,,,,
start overalt igen,resumeAll,da,,,,
vær venlig at fortsæt alt,resumeAll,da,,,,
venligst slå alt fra,muteAll,da,,,,
roligere alle,volumeDownAll,da,,,,
stop alle enheder,stopAll,da,,,,
just bring music back all,unmuteAll,en,,,,
just restore sound all,unmuteAll,en,,,,
please volume up everything by 10,volumeUpAll,en,,10,,
nu tænd al lyd,unmuteAll,da,,,,
i need you to pause all playback,pauseAll,en,,,,
can you turn off everywhere,stopAll,en,,,,
skru ned for alting med 25,volumeDownAll,da,,25,,
can you silence everything,stopAll,en,,,,
go ahead and up the volume everything 15,volumeUpAll,en,,15,,
lavere alle med 25,volumeDownAll,da,,25,,
jeg vil have at du aktiver lyd alle,unmuteAll,da,,,,
just raise volume everywhere,volumeUpAll,en,,,,
bare slå lyden fra overalt,muteAll,da,,,,
jeg vil have at du øg lydstyrken alt med 5,volumeUpAll,da,,5,,
pause overalt,pauseAll,da,,,,
bare pause alle afspillere,pauseAll,da,,,,
go ahead and kill the music all,stopAll,en,,,,
can you pause right now everything,pauseAll,en,,,,
vær venlig at sæt alle på pause,pauseAll,da,,,,
hey turn audio back on everywhere,unmuteAll,en,,,,
now kill audio everything,stopAll,en,,,,
hurtigt stands al musik,stopAll,da,,,,
øg volumen alting,volumeUpAll,da,,,,
nu genoptag alle,resumeAll,da,,,,
quickly everything volume down,volumeDownAll,en,,,,
go ahead and unpause all,resumeAll,en,,,,
hurtigt giv lyden tilbage alle,unmuteAll,da,,,,
jeg vil have at du lyd til alt,unmuteAll,da,,,,
pause all devices,pauseAll,en,,,,
venligst deaktiver lyd overalt,muteAll,da,,,,
just suspend everywhere,pauseAll,en,,,,
right now turn it up everything 20,volumeUpAll,en,,20,,
bare hold overalt,pauseAll,da,,,,
can you unmute all,unmuteAll,en,,,,
venligst skru op 20 alle,volumeUpAll,da,,20,,
nu skru højere overalt,volumeUpAll,da,,,,
now raise volume everything 25,volumeUpAll,en,,25,,
louder everywhere,volumeUpAll,en,,,,
go quiet everywhere,muteAll,en,,,,
vær venlig at lydstyrke op alt,volumeUpAll,da,,,,
right now restart music everywhere,resumeAll,en,,,,
shut up everywhere,muteAll,en,,,,
just pause every speaker,pauseAll,en,,,,
down the volume everywhere 15,volumeDownAll,en,,15,,
venligst deaktiver lyd alt,muteAll,da,,,,
øg lydstyrken alle med 5,volumeUpAll,da,,5,,
i need you to hold everywhere,pauseAll,en,,,,
lydstyrke ned alle,volumeDownAll,da,,,,
hurtigt stands overalt,stopAll,da,,,,
go ahead and turn off everything,stopAll,en,,,,
nu lyd op overalt,unmuteAll,da,,,,
stop all playback,stopAll,en,,,,
quickly quieter everything by 30,volumeDownAll,en,,30,,
quickly stop briefly everywhere,pauseAll,en,,,,
can you cut the sound everywhere,stopAll,en,,,,
bare slå overalt fra,muteAll,da,,,,
jeg vil have at du tavs overalt,muteAll,da,,,,
go ahead and louder by 10 everything,volumeUpAll,en,,10,,
can you play everything,resumeAll,en,,,,
lower volume everything,volumeDownAll,en,,,,
pause the whole thing,pauseAll,en,,,,
hey quieter all by 25,volumeDownAll,en,,25,,
restart music everything,resumeAll,en,,,,
please unmute everything,unmuteAll,en,,,,
venligst lad alle spille,resumeAll,da,,,,
kan du afspil alt igen,resumeAll,da,,,,
can you volume up everything 20,volumeUpAll,en,,20,,
tænd lyden overalt,unmuteAll,da,,,,
just volume down everywhere by 25,volumeDownAll,en,,25,,
jeg vil have at du øg lydstyrken alle med 15,volumeUpAll,da,,15,,
kan du tavs alle,muteAll,da,,,,
can you stop playing everything,stopAll,en,,,,
nu slå lyden til for overalt,unmuteAll,da,,,,
right now volume up all by 15,volumeUpAll,en,,15,,
jeg vil have at du skru op for alle med 30,volumeUpAll,da,,30,,
tænd al lyd,unmuteAll,da,,,,
just unmute all of them,unmuteAll,en,,,,
gå og tavs alt,muteAll,da,,,,
right now mute everything playing,muteAll,en,,,,
can you turn it down all,volumeDownAll,en,,,,
kan du spil alting,resumeAll,da,,,,
go ahead and stop all devices,stopAll,en,,,,
bare sænk volumen alt,volumeDownAll,da,,,,
i want you to turn the sound back on everything,unmuteAll,en,,,,
please stop briefly everything,pauseAll,en,,,,
gå og sluk for overalt,stopAll,da,,,,
hey turn off everything,stopAll,en,,,,
tænd for lyd alt,unmuteAll,da,,,,
i want you to unpause everywhere,resumeAll,en,,,,
turn it up all 15,volumeUpAll,en,,15,,
vær venlig at sænk lydstyrken alt med 15,volumeDownAll,da,,15,,
go ahead and put all on pause,pauseAll,en,,,,
go ahead and boost volume all,volumeUpAll,en,,,,
switch off all,stopAll,en,,,,
pick up everything,resumeAll,en,,,,
quickly volume down all 20,volumeDownAll,en,,20,,
now restore audio all,unmuteAll,en,,,,
kan du øg lydstyrken overalt,volumeUpAll,da,,,,
please turn it up everything 10,volumeUpAll,en,,10,,
skru ned for overalt,volumeDownAll,da,,,,
turn it up everything,volumeUpAll,en,,,,
hurtigt slå al lyd til,unmuteAll,da,,,,
just resume sound all,unmuteAll,en,,,,
hurtigt skru op alting 20,volumeUpAll,da,,20,,
alt stop,stopAll,da,,,,
gå og lavere alting med 15,volumeDownAll,da,,15,,
venligst skru op overalt 15,volumeUpAll,da,,15,,
please down the volume all 15,volumeDownAll,en,,15,,
can you louder everywhere by 25,volumeUpAll,en,,25,,
hurtigt sænk lydstyrken alle med 25,volumeDownAll,da,,25,,
venligst sæt alt på pause,pauseAll,da,,,,
kan du tænd for lyden alle,unmuteAll,da,,,,
mute all,muteAll,en,,,,
bare alt stille,muteAll,da,,,,
kan du giv lyden tilbage alt,unmuteAll,da,,,,
nu tænd for lyden overalt,unmuteAll,da,,,,
stop all of them,stopAll,en,,,,
stop playing everything,stopAll,en,,,,
now mute everything playing,muteAll,en,,,,
jeg vil have at du skru op alting 20,volumeUpAll,da,,20,,
bare tavs for alle,muteAll,da,,,,
sluk for alt,stopAll,da,,,,
keep playing all,resumeAll,en,,,,
sæt al afspilning på pause,pauseAll,da,,,,
skru ned 30 alt,volumeDownAll,da,,30,,
press pause everything,pauseAll,en,,,,
hurtigt øg volumen overalt,volumeUpAll,da,,,,
quickly stop everything,stopAll,en,,,,
hey volume up all,volumeUpAll,en,,,,
i need you to unmute all speakers,unmuteAll,en,,,,
get the sound back everywhere,unmuteAll,en,,,,
lyd på overalt,unmuteAll,da,,,,
vær venlig at sluk for al musik,stopAll,da,,,,
go ahead and stop every speaker,stopAll,en,,,,
i need you to audio on everything,unmuteAll,en,,,,
just louder by 20 everywhere,volumeUpAll,en,,20,,
please stop every device,stopAll,en,,,,
right now louder by 10 everywhere,volumeUpAll,en,,10,,
quickly volume up everywhere 25,volumeUpAll,en,,25,,
go ahead and unmute all of them,unmuteAll,en,,,,
skru ned for lyden alle,volumeDownAll,da,,,,
nu pause al musik,pauseAll,da,,,,
volume down everything by 20,volumeDownAll,en,,20,,
hey resume all music,resumeAll,en,,,,
quieter by 20 all,volumeDownAll,en,,20,,
skru op for overalt med 20,volumeUpAll,da,,20,,
hurtigt øg lydstyrken alt med 20,volumeUpAll,da,,20,,
sæt lyden til alle,unmuteAll,da,,,,
gå og sluk alting,stopAll,da,,,,
bare skru ned for alting med 30,volumeDownAll,da,,30,,
quickly lower everything,volumeDownAll,en,,,,
please raise volume everything,volumeUpAll,en,,,,
just shut off everywhere,stopAll,en,,,,
skru op for lyden overalt,volumeUpAll,da,,,,
jeg vil have at du lavere overalt med 5,volumeDownAll,da,,5,,
venligst til for overalt,unmuteAll,da,,,,
i want you to switch off everything,stopAll,en,,,,
kan du øg lydstyrken alting med 30,volumeUpAll,da,,30,,
quickly start playing everything,resumeAll,en,,,,
vær venlig at tænd for lyd alle,unmuteAll,da,,,,
jeg vil have at du stands al musik,stopAll,da,,,,
just pause the whole thing,pauseAll,en,,,,
jeg vil have at du lavere alting,volumeDownAll,da,,,,
quickly audio on everything,unmuteAll,en,,,,
sluk alting,stopAll,da,,,,
venligst sæt det hele i gang igen,resumeAll,da,,,,
hurtigt højere overalt med 20,volumeUpAll,da,,20,,
kan du genoptag musikken overalt,resumeAll,da,,,,
sæt det hele på pause,pauseAll,da,,,,
bare højere alting med 5,volumeUpAll,da,,5,,
quickly all quiet everywhere,muteAll,en,,,,
gå og pause alle højttalerne,pauseAll,da,,,,
quieter everything,volumeDownAll,en,,,,
bare kør alt,resumeAll,da,,,,
hurtigt genoptag musikken alting,resumeAll,da,,,,
tavs alle,muteAll,da,,,,
hey lower volume all 25,volumeDownAll,en,,25,,
vær venlig at sænk lydstyrken overalt med 30,volumeDownAll,da,,30,,
i need you to cut the sound everywhere,stopAll,en,,,,
please pause right now all,pauseAll,en,,,,
quickly up the volume all 30,volumeUpAll,en,,30,,
gå og tænd lyden alle,unmuteAll,da,,,,
gå og skru op overalt 5,volumeUpAll,da,,5,,
just kill the music everything,stopAll,en,,,,
venligst giv lyden tilbage alting,unmuteAll,da,,,,
go ahead and disable sound everything,muteAll,en,,,,
hurtigt slå lyden til alle,unmuteAll,da,,,,
bare slå alt til,unmuteAll,da,,,,
bare sæt overalt i gang igen,resumeAll,da,,,,
nu sluk for lyden alting,muteAll,da,,,,
slå lyden til for alle,unmuteAll,da,,,,
venligst sæt lyden til overalt,unmuteAll,da,,,,
can you shut up everything,muteAll,en,,,,
can you everything louder,volumeUpAll,en,,,,
bare lyd igen alle,unmuteAll,da,,,,
can you quieter by 5 everywhere,volumeDownAll,en,,5,,
vær venlig at overalt lavere,volumeDownAll,da,,,,
bare skru op for alting,volumeUpAll,da,,,,
nu lydløs alt,muteAll,da,,,,
øg lydstyrken alt med 15,volumeUpAll,da,,15,,
turn it down everywhere,volumeDownAll,en,,,,
i want you to resume all of them,resumeAll,en,,,,
please no audio all,muteAll,en,,,,
højere alt med 15,volumeUpAll,da,,15,,
right now carry on everywhere,resumeAll,en,,,,
bare slå alle til,unmuteAll,da,,,,
right now continue all music,resumeAll,en,,,,
now everything pause,pauseAll,en,,,,
just start playing all,resumeAll,en,,,,
up the volume everywhere 25,volumeUpAll,en,,25,,
stop for alt,stopAll,da,,,,
turn it down everywhere 10,volumeDownAll,en,,10,,
jeg vil have at du pause al musik,pauseAll,da,,,,
please everything stop,stopAll,en,,,,
volume up everything 10,volumeUpAll,en,,10,,
nu skru op for overalt med 10,volumeUpAll,da,,10,,
can you mute all,muteAll,en,,,,
kill everywhere,stopAll,en,,,,
bare sluk al lyd,muteAll,da,,,,
hurtigt skru ned 5 overalt,volumeDownAll,da,,5,,
skru op for alt med 30,volumeUpAll,da,,30,,
afslut al afspilning,stopAll,da,,,,
gå og luk alting,stopAll,da,,,,
bare alting pause,pauseAll,da,,,,
now continue all,resumeAll,en,,,,
can you mute all speakers,muteAll,en,,,,
can you volume down everywhere,volumeDownAll,en,,,,
please quieter everywhere by 15,volumeDownAll,en,,15,,
please stop all of them,stopAll,en,,,,
kan du slå alt til,unmuteAll,da,,,,
stop alle,stopAll,da,,,,
vær venlig at videre alting,resumeAll,da,,,,
venligst pause alt musik,pauseAll,da,,,,
lydløs alle,muteAll,da,,,,
just turn audio back on all,unmuteAll,en,,,,
venligst gør lydstyrken lavere alt,volumeDownAll,da,,,,
right now freeze all,pauseAll,en,,,,
lyd på alle,unmuteAll,da,,,,
lower all,volumeDownAll,en,,,,
vær venlig at gør lydstyrken højere overalt,volumeUpAll,da,,,,
gør det lavere alting,volumeDownAll,da,,,,
quickly unmute everything,unmuteAll,en,,,,
vær venlig at stands musikken alt,stopAll,da,,,,
kan du afspil alt musik,resumeAll,da,,,,
i want you to pause all audio,pauseAll,en,,,,
quickly stop playing all,stopAll,en,,,,
just pause all the music,pauseAll,en,,,,
jeg vil have at du alle tavs,muteAll,da,,,,
venligst lavere alt med 25,volumeDownAll,da,,25,,
now volume up everything 25,volumeUpAll,en,,25,,
jeg vil have at du skru ned for overalt med 10,volumeDownAll,da,,10,,
now kill the sound everywhere,muteAll,en,,,,
kan du skru op overalt,volumeUpAll,da,,,,
hurtigt stop al musik,stopAll,da,,,,
jeg vil have at du slå lyden fra alle,muteAll,da,,,,
now audio on all,unmuteAll,en,,,,
nu pause musikken alle,pauseAll,da,,,,
bare kill lyden alt,stopAll,da,,,,
pause musikken alt,pauseAll,da,,,,
just down the volume everything 25,volumeDownAll,en,,25,,
bare skru ned overalt 5,volumeDownAll,da,,5,,
hey play on everywhere,resumeAll,en,,,,
hurtigt gør det højere alt,volumeUpAll,da,,,,
i need you to turn off sound all,muteAll,en,,,,
hurtigt fortsæt alting,resumeAll,da,,,,
nu stands alt,stopAll,da,,,,
sænk volumen alting,volumeDownAll,da,,,,
now pause everywhere,pauseAll,en,,,,
now everything resume,resumeAll,en,,,,
jeg vil have at du slå lyden fra alt,muteAll,da,,,,
please pause all the music,pauseAll,en,,,,
everywhere unmute,unmuteAll,en,,,,
skru ned for alle med 30,volumeDownAll,da,,30,,
hurtigt sænk lydstyrken alting,volumeDownAll,da,,,,
quickly volume down everything 15,volumeDownAll,en,,15,,
hurtigt skru op alt 15,volumeUpAll,da,,15,,
hurtigt skru op for lyden alle,volumeUpAll,da,,,,
jeg vil have at du deaktiver lyd alle,muteAll,da,,,,
bare øg lydstyrken overalt med 30,volumeUpAll,da,,30,,
sænk lydstyrken overalt,volumeDownAll,da,,,,
i need you to disable sound all,muteAll,en,,,,
hey all resume,resumeAll,en,,,,
jeg vil have at du slå lyden fra for overalt,muteAll,da,,,,
jeg vil have at du slå overalt til,unmuteAll,da,,,,
please unmute all of them,unmuteAll,en,,,,
kan du stop for overalt,stopAll,da,,,,
ingen lyd alting,muteAll,da,,,,
stop music everything,stopAll,en,,,,
kan du aktiver lyd alle,unmuteAll,da,,,,
pause every speaker,pauseAll,en,,,,
just stop playing everywhere,stopAll,en,,,,
gå og gør det lavere alting,volumeDownAll,da,,,,
carry on everything,resumeAll,en,,,,
venligst aktiver lyd alt,unmuteAll,da,,,,
bare stille alle,muteAll,da,,,,
jeg vil have at du hold alle,pauseAll,da,,,,
please mute all speakers,muteAll,en,,,,
gå og øg lydstyrken overalt med 20,volumeUpAll,da,,20,,
vær venlig at lavere alting med 20,volumeDownAll,da,,20,,
vær venlig at lavere overalt med 30,volumeDownAll,da,,30,,
please volume up everywhere 5,volumeUpAll,en,,5,,
now turn off everything,stopAll,en,,,,
hurtigt stands alt,stopAll,da,,,,
stop alting,stopAll,da,,,,
gå og genoptag overalt,resumeAll,da,,,,
i need you to down the volume everywhere 15,volumeDownAll,en,,15,,
please keep playing everything,resumeAll,en,,,,
quickly volume down everywhere 30,volumeDownAll,en,,30,,
now up the volume all,volumeUpAll,en,,,,
gå og stop alt,stopAll,da,,,,
just unmute all speakers,unmuteAll,en,,,,
hit pause on everywhere,pauseAll,en,,,,
just increase volume everything,volumeUpAll,en,,,,
stop det hele,stopAll,da,,,,
please freeze everything,pauseAll,en,,,,
kan du til for overalt,unmuteAll,da,,,,
right now mute all speakers,muteAll,en,,,,
quickly resume all speakers,resumeAll,en,,,,
bare skru op overalt 5,volumeUpAll,da,,5,,
please turn it up all,volumeUpAll,en,,,,
volume up everything by 10,volumeUpAll,en,,10,,
venligst skru ned for alting med 25,volumeDownAll,da,,25,,
stille alt,muteAll,da,,,,
vær venlig at lavere alt med 20,volumeDownAll,da,,20,,
lavere overalt med 25,volumeDownAll,da,,25,,
i want you to mute all of them,muteAll,en,,,,
turn it up everything 15,volumeUpAll,en,,15,,
kan du lyd på alle,unmuteAll,da,,,,
silence all,stopAll,en,,,,
gå og stands overalt,stopAll,da,,,,
hey unsilence everywhere,unmuteAll,en,,,,
vær venlig at sænk volumen alting,volumeDownAll,da,,,,
gå og pause alt musik,pauseAll,da,,,,
go ahead and make all audible again,unmuteAll,en,,,,
now stop all of them,stopAll,en,,,,
quickly resume all music,resumeAll,en,,,,
hurtigt frys alt,pauseAll,da,,,,
i want you to turn it up all,volumeUpAll,en,,,,
hurtigt stop alt,stopAll,da,,,,
can you end everything,stopAll,en,,,,
venligst gør lydstyrken højere overalt,volumeUpAll,da,,,,
nu fortsæt alt,resumeAll,da,,,,
højere overalt med 10,volumeUpAll,da,,10,,
make everywhere silent,muteAll,en,,,,
end all,stopAll,en,,,,
gå og stop afspilningen overalt,stopAll,da,,,,
right now quieter all by 30,volumeDownAll,en,,30,,
gå og lavere alt med 25,volumeDownAll,da,,25,,
jeg vil have at du sluk for lyden alle,muteAll,da,,,,
bare giv lyden tilbage alle,unmuteAll,da,,,,
kan du giv lyden tilbage alle,unmuteAll,da,,,,
volume down all by 20,volumeDownAll,en,,20,,
kan du til for alle,unmuteAll,da,,,,
gå og skru op 10 alting,volumeUpAll,da,,10,,
please start playing all,resumeAll,en,,,,
please volume down everywhere 5,volumeDownAll,en,,5,,
venligst højere alt med 5,volumeUpAll,da,,5,,
now all play,resumeAll,en,,,,
stop everywhere,stopAll,en,,,,
i need you to play on everywhere,resumeAll,en,,,,
hurtigt gør lydstyrken lavere alle,volumeDownAll,da,,,,
volume down everywhere by 30,volumeDownAll,en,,30,,
jeg vil have at du sluk for overalt,stopAll,da,,,,
jeg vil have at du skru op 10 alting,volumeUpAll,da,,10,,
play everything again,resumeAll,en,,,,
vær venlig at sluk lyden alting,muteAll,da,,,,
i need you to less volume everywhere,volumeDownAll,en,,,,
nu stop det hele,stopAll,da,,,,
now cut the sound all,stopAll,en,,,,
hey unmute everywhere,unmuteAll,en,,,,
overalt tavs,muteAll,da,,,,
hurtigt slå lyden til overalt,unmuteAll,da,,,,
bare ingen lyd overalt,muteAll,da,,,,
resume everything,resumeAll,en,,,,
gå og pause alting,pauseAll,da,,,,
nu stands musikken overalt,stopAll,da,,,,
kan du sæt lyden til alting,unmuteAll,da,,,,
bare skru op for alt med 30,volumeUpAll,da,,30,,
go ahead and freeze all,pauseAll,en,,,,
right now stop the music everywhere,stopAll,en,,,,
quickly decrease the volume everything,volumeDownAll,en,,,,
louder by 15 everywhere,volumeUpAll,en,,15,,
i want you to pick up everything,resumeAll,en,,,,
bare gør lydstyrken lavere alle,volumeDownAll,da,,,,
please turn audio back on everywhere,unmuteAll,en,,,,
can you i want everything to stop,stopAll,en,,,,
bare tænd for lyd overalt,unmuteAll,da,,,,
nu spil overalt,resumeAll,da,,,,
kan du sluk al lyd,muteAll,da,,,,
gå og slå alt fra,muteAll,da,,,,
nu slå alle fra,muteAll,da,,,,
kan du genoptag musikken alt,resumeAll,da,,,,
jeg vil have at du aktiver lyd alt,unmuteAll,da,,,,
jeg vil have at du skru lavere alt,volumeDownAll,da,,,,
kan du hold al musik,pauseAll,da,,,,
hurtigt aktiver lyd alting,unmuteAll,da,,,,
increase volume all,volumeUpAll,en,,,,
lydfri alt,muteAll,da,,,,
giv lyden tilbage alt,unmuteAll,da,,,,
bare slå lyden fra for overalt,muteAll,da,,,,
gå og deaktiver lyd alle,muteAll,da,,,,
gå og mindre lyd alle,volumeDownAll,da,,,,
jeg vil have at du spil videre overalt,resumeAll,da,,,,
vær venlig at ingen lyd alting,muteAll,da,,,,
can you disable sound all,muteAll,en,,,,
jeg vil have at du lavere overalt med 20,volumeDownAll,da,,20,,
hey silence everything,muteAll,en,,,,
i need you to pause all audio,pauseAll,en,,,,
hey mute all of them,muteAll,en,,,,
right now kill audio everything,stopAll,en,,,,
can you let it play everything,resumeAll,en,,,,
vær venlig at sluk for alle,stopAll,da,,,,
venligst stop al musik,stopAll,da,,,,
nu sluk al lyd,muteAll,da,,,,
jeg vil have at du gør alt stille,muteAll,da,,,,
gå og fortsæt alle,resumeAll,da,,,,
i need you to play everything again,resumeAll,en,,,,
stille overalt,muteAll,da,,,,
hurtigt sænk lydstyrken alt med 20,volumeDownAll,da,,20,,
please restore audio everywhere,unmuteAll,en,,,,
quickly volume up all by 25,volumeUpAll,en,,25,,
kan du stop musikken alt,stopAll,da,,,,
please raise volume everywhere 25,volumeUpAll,en,,25,,
hey up the volume everywhere 30,volumeUpAll,en,,30,,
i need you to pause right now all,pauseAll,en,,,,
skru op for alt med 20,volumeUpAll,da,,20,,
i want you to abort everywhere,stopAll,en,,,,
bare overalt pause,pauseAll,da,,,,
kan du kør alt,resumeAll,da,,,,
now quieter by 30 everywhere,volumeDownAll,en,,30,,
vær venlig at kør alting,resumeAll,da,,,,
play all,resumeAll,en,,,,
gå og højere alle med 30,volumeUpAll,da,,30,,
i want you to halt everything,stopAll,en,,,,
bare luk ned overalt,stopAll,da,,,,
hey volume up all by 10,volumeUpAll,en,,10,,
lydstyrke op alting,volumeUpAll,da,,,,
can you lower volume everything 25,volumeDownAll,en,,25,,
tænd for lyden overalt,unmuteAll,da,,,,
kan du skru op 25 overalt,volumeUpAll,da,,25,,
quickly halt all,stopAll,en,,,,
lavere alle,volumeDownAll,da,,,,
genoptag al musik,resumeAll,da,,,,
i want you to volume down all 10,volumeDownAll,en,,10,,
nu fortsæt overalt,resumeAll,da,,,,
hurtigt alt stille,muteAll,da,,,,
kan du skru op for alting med 20,volumeUpAll,da,,20,,
vær venlig at skru ned 10 alt,volumeDownAll,da,,10,,
kan du skru ned alt 30,volumeDownAll,da,,30,,
please pause all playback,pauseAll,en,,,,
nu skru op for alting med 30,volumeUpAll,da,,30,,
just resume everywhere,resumeAll,en,,,,
silence everything,stopAll,en,,,,
right now down the volume all 25,volumeDownAll,en,,25,,
please shut off everything,stopAll,en,,,,
please unsilence everything,unmuteAll,en,,,,
venligst afspil alt musik,resumeAll,da,,,,
venligst sænk lydstyrken alting med 30,volumeDownAll,da,,30,,
everywhere louder,volumeUpAll,en,,,,
right now stop playing all,stopAll,en,,,,
go ahead and get the sound back everywhere,unmuteAll,en,,,,
please bring back the sound all,unmuteAll,en,,,,
lyd igen overalt,unmuteAll,da,,,,
jeg vil have at du stop alle højttalerne,stopAll,da,,,,
cut the sound all,muteAll,en,,,,
vær venlig at kør overalt,resumeAll,da,,,,
